"","hhid","exinc","inc","age","gender","nmembers","nkids","college","working","year"
"14424",89536,38796.336,45814.242,66,0,2,0,0,1,2012
"9026",52216,0,4267.5771,60,0,2,0,0,1,2011
"13329",81468,37635.566,31897.926,70,1,2,0,0,0,2016
"5660",28885,63865.863,64837.98,57,1,3,1,0,0,2019
"6493",34215,39537.895,39006.188,74,0,2,0,0,0,2018
"11931",72084,35885.168,3987.2407,79,0,2,0,1,0,2016
"6210",32492,31153.686,31236.984,66,0,2,0,0,0,2012
"11859",71572,44367.965,44197.75,82,0,2,0,1,0,2020
"1584",11318,35575.223,35575.223,88,0,2,0,0,0,2017
"11322",67940,39636.504,30935.809,49,0,4,2,0,1,2018
"12801",77997,65575.297,4929.7739,62,0,2,0,0,1,2020
"12169",73738,21713.07,21713.07,59,1,1,0,0,1,2018
"7821",43661,29764.674,40926.426,52,0,2,0,0,1,2020
"4144",17726,36788.809,13658.629,72,1,2,0,0,0,2019
"10197",60060,46623.281,34140.617,42,0,4,2,0,1,2011
"5676",28973,16390.354,16390.354,78,1,1,0,0,0,2019
"5288",25749,13847.023,11303.692,37,1,1,0,0,0,2019
"10170",59899,9.6674404,21268.367,44,0,1,0,0,1,2018
"11524",69059,0,23138.832,66,1,1,0,0,0,2014
"5167",24980,37181.02,32744.219,27,0,1,0,1,1,2016
"12165",73738,20824.949,28169.014,55,1,2,1,0,1,2014
"7423",40438,15825.17,16955.539,67,1,1,0,0,0,2019
"11698",70333,80225.094,81852.852,42,0,5,3,0,1,2020
"13557",83011,0,4063.3889,50,1,1,0,0,0,2013
"14227",87990,66267.945,65666.867,41,0,2,0,1,1,2016
"1965",12458,25510.203,18742.191,68,0,2,0,0,0,2012
"10080",59393,27072.053,23948.355,43,0,2,0,0,1,2012
"7532",41691,31999.188,4063.3889,28,1,2,0,0,0,2013
"11152",66778,28113.285,33319.449,40,0,1,0,0,1,2012
"8529",48837,43623.848,38961.957,63,0,1,0,0,1,2020
"12264",74325,31781.709,30935.809,77,0,2,0,0,0,2018
"2714",13214,19508.895,28982.984,89,0,1,0,1,0,2018
"5257",25501,26297.787,27162.979,38,1,1,0,0,1,2014
"10370",61260,31159.893,29764.674,44,1,4,2,0,1,2020
"13807",85049,37577.898,40926.426,67,1,1,0,0,0,2020
"3833",15501,12613.682,12072.435,67,1,1,0,0,0,2014
"9568",56308,25908.74,25135.344,34,0,1,0,0,1,2018
"4966",23788,74792.766,26375.283,68,1,2,1,0,0,2019
"6459",34119,14221.861,14221.861,54,1,4,2,0,0,2013
"37",173,30939.934,34140.617,46,0,1,0,0,1,2011
"2002",12471,42005.898,41297.934,50,0,4,1,0,1,2017
"13781",84945,32869.297,30935.809,64,0,2,0,0,0,2018
"640",2165,35685.805,35658.891,75,0,2,0,0,0,2016
"9907",58261,24834.898,21393.359,50,1,4,2,0,0,2020
"4861",23033,33578.273,29764.674,27,1,1,0,0,1,2020
"12790",77937,1425.4386,14453.748,70,0,2,1,0,0,2016
"2104",12650,21382.818,22607.385,70,0,2,0,0,0,2019
"6740",35753,80067.82,81951.773,63,0,2,0,0,1,2019
"12512",75718,13561.368,9657.9473,25,1,1,0,0,0,2014
"6685",35335,45450.266,41446.871,68,1,2,0,0,0,2019
"914",4197,30187,29700,61,0,1,0,0,1,2015
"649",2189,32425.844,32507.111,74,1,1,0,0,0,2013
"869",3982,22032.193,18108.652,83,1,2,0,0,0,2014
"11285",67732,56518.461,56518.461,36,1,4,2,1,1,2019
"10151",59730,7247.6694,3780.7275,23,1,1,0,1,0,2017
"4090",17404,25136,23000,27,1,1,0,0,1,2015
"3159",13557,21929.824,22926.635,52,0,1,0,0,1,2016
"4978",23900,36446.25,33117.75,66,1,2,0,0,0,2018
"6353",33473,55105.5,51808.59,36,1,1,0,0,1,2019
"8543",48872,6018.3257,5726.7803,35,0,5,3,0,1,2012
"1999",12471,39130.434,3149.1265,46,0,3,1,0,1,2013
"9817",57752,45577.156,40926.426,57,1,2,0,0,1,2020
"10737",63654,21393.359,21393.359,55,1,1,0,0,1,2020
"4653",21447,19230.77,21393.359,66,1,1,0,0,0,2020
"10980",65422,29764.674,29764.674,67,0,2,0,0,0,2020
"4465",20022,0,4063.3889,54,0,3,1,0,1,2013
"1405",10913,1936.693,18742.191,66,0,2,0,0,0,2012
"7462",40933,122968.3,114282.81,37,0,4,2,1,1,2013
"5685",29131,30157.326,45171.09,61,0,4,0,0,1,2017
"8927",51720,0,30143.18,36,1,3,1,0,1,2019
"4196",18212,25350,32000,30,1,2,0,0,1,2015
"11470",68869,22179.027,22926.635,36,1,5,3,0,1,2016
"13599",83449,27372.408,41866.027,34,1,5,3,0,1,2016
"12088",73274,14395.28,11799.41,55,1,1,0,0,0,2017
"8999",52053,84123.438,82672.57,60,0,3,1,1,1,2011
"7380",39958,44373.551,30935.809,52,1,5,3,0,0,2018
"8645",49644,47896.711,45814.242,52,1,3,1,1,1,2012
"14319",88676,26415.471,62300.637,39,0,4,2,0,1,2016
"554",1821,22319.428,19204.098,76,0,2,0,0,0,2011
"12297",74435,122109.6,4000,36,0,4,2,0,1,2015
"6777",36048,29979.729,30939.934,69,0,2,0,1,0,2011
"6006",31014,37575.453,70422.539,61,0,5,3,1,1,2014
"436",1350,14004.581,12494.794,76,1,1,0,0,0,2012
"9888",58161,27997.396,21393.359,66,0,3,2,0,0,2020
"13317",81400,38033.32,32507.111,63,0,2,0,0,0,2013
"14213",87819,43716.863,58134.129,33,0,3,1,0,1,2020
"5610",28588,25637.959,25917.064,64,0,3,1,0,1,2016
"14408",89355,37207.473,37364.797,46,1,4,2,0,1,2017
"375",1242,16945.773,17842.902,77,1,1,0,0,0,2016
"11377",68325,88500,88395,85,0,1,0,1,0,2015
"7410",40307,32027.129,32084.59,80,1,2,0,0,0,2019
"6810",36198,30394.148,38416.293,48,0,2,1,0,0,2013
"12583",76276,40755.359,34140.617,47,1,2,1,1,1,2011
"14284",88422,46960,55000,64,0,2,0,0,0,2015
"4176",17948,53018.324,60459.492,64,1,2,0,0,1,2020
"10536",62404,58873.398,58873.398,28,1,2,0,0,1,2019
"8688",50108,58679.184,58679.184,61,0,2,0,1,1,2011
"4945",23677,52061.641,52061.641,74,0,2,0,0,0,2012
"8559",48948,18082.08,23364.486,74,0,2,0,0,0,2013
"4751",22251,17111.369,15951.276,43,1,2,1,0,0,2018
"9712",57077,45050.148,2999.0166,56,1,2,0,0,0,2017
"13880",85502,42859.836,58873.398,45,1,1,0,0,0,2019
"10711",63455,19617.707,19114.688,30,0,2,0,0,1,2014
"14308",88527,16955.539,32969.102,64,0,2,0,0,0,2019
"11289",67780,14221.861,182.85249,48,0,4,2,0,0,2013
"6966",37253,17803.316,2637.5283,74,1,2,0,0,0,2019
"3181",13564,47853.828,50270.688,64,0,2,0,0,1,2018
"12127",73480,23926.148,30143.18,62,0,4,2,0,1,2019
"661",2200,21571.213,21665.41,59,0,3,1,0,1,2019
"10874",64643,56180.82,54878.617,47,0,2,0,0,1,2020
"6635",34893,23904.754,23422.938,74,1,1,0,0,0,2020
"3947",16345,24067.445,24491.334,70,0,1,0,0,0,2019
"11992",72510,27427.875,18285.25,68,0,2,0,0,0,2013
"8217",46602,19781.463,19485.682,81,0,2,0,0,0,2019
"4380",19379,24585.531,21665.41,61,1,2,0,0,0,2019
"13389",81941,38620.949,41446.871,31,0,2,0,0,0,2019
"7740",43060,52562.172,41446.871,56,1,2,0,0,1,2019
"10161",59830,59808.391,104641.43,64,1,2,0,0,1,2020
"8267",46850,17858.805,17672.775,63,1,2,0,0,1,2020
"11196",67011,16947.26,3720.5842,67,0,2,0,0,0,2020
"12441",75313,27842.227,11600.928,25,0,1,0,0,0,2018
"14341",88855,50784.168,48010.242,37,0,4,2,0,1,2011
"1232",10383,13418.407,14017.788,48,1,3,2,0,1,2018
"13154",80574,63559.488,61455.262,29,1,2,0,1,1,2017
"8593",49118,53014.316,58873.398,44,0,4,2,0,1,2019
"2532",13057,50870,44000,73,0,2,0,1,0,2015
"4214",18361,27453.596,25135.344,62,0,1,0,0,1,2018
"11503",69012,42065.391,41866.027,76,0,2,0,0,0,2016
"1411",10928,41750.504,40241.449,50,1,2,1,0,1,2014
"10127",59599,39932.18,38149.961,57,0,1,0,0,1,2019
"9504",55625,28023.6,30497.541,60,0,1,0,0,1,2017
"7105",38184,35473.387,32507.111,31,0,2,0,0,1,2013
"12304",74437,33726.648,33431.66,36,0,1,0,0,1,2017
"3328",13770,25917.064,31897.926,50,0,1,0,0,1,2016
"1604",11495,17426.525,30143.18,63,0,2,0,0,1,2019
"7016",37554,37654.68,30935.809,34,1,3,1,0,1,2018
"9713",57077,49545.629,48337.199,57,1,2,0,0,1,2018
"5139",24742,31556.143,39562.926,25,0,1,0,1,1,2019
"13884",85528,41608.875,41608.875,61,1,2,0,0,1,2011
"4746",22198,27578.83,21393.359,32,0,1,0,0,1,2020
"5744",29412,20723.436,11303.692,39,0,1,0,0,1,2019
"11921",72078,28600,45600,62,0,2,0,1,1,2015
"4218",18392,30927.355,29764.674,38,0,3,1,0,0,2020
"11520",69053,56167.828,49303.945,38,0,4,2,0,1,2018
"13245",81228,30475.416,31422.186,77,1,2,0,0,0,2013
"3684",14650,9984.9287,9655.2373,66,1,1,0,1,0,2019
"12506",75710,67858.594,63490.449,31,1,3,1,0,1,2013
"11618",69800,36089.668,35345.551,45,0,1,0,0,1,2020
"9569",56308,26846.27,23737.754,35,0,1,0,0,1,2019
"3017",13451,16000,18000,77,0,1,0,0,0,2015
"93",365,31288.094,31279.967,63,0,2,0,0,0,2013
"6855",36389,0,8459.0098,27,1,1,0,0,0,2018
"1781",12165,37081.34,37792.066,53,1,1,0,0,1,2016
"14067",86888,33020.184,29764.674,28,1,2,0,0,0,2020
"10296",60774,12084.3,11600.928,24,1,2,0,0,1,2018
"12845",78241,45391.125,27904.381,39,0,2,0,0,1,2020
"14285",88422,38377.191,64792.664,65,0,2,0,0,0,2016
"7995",44867,32121.326,30143.18,76,1,1,0,0,0,2019
"5821",29992,35440,2870,57,1,3,1,0,0,2015
"11029",65988,39577.258,62578.094,29,0,2,0,0,1,2012
"5009",24079,56264.5,30935.809,42,0,3,1,0,1,2018
"1064",9842,3622.5112,45713.125,82,0,1,0,1,0,2013
"5297",25938,48367.594,40926.426,60,1,2,0,0,1,2020
"14256",88271,44773.012,46855.477,56,0,1,0,0,1,2012
"14383",89088,0,23364.486,31,1,2,0,0,1,2013
"7258",39295,40551.996,41446.871,35,0,3,1,0,1,2019
"7026",37808,16330.7,23000,67,1,2,0,0,0,2015
"2822",13276,74366.195,113179.08,47,0,1,0,1,1,2014
"569",1922,18.61167,27.162977,65,0,2,0,0,0,2014
"3413",13826,42377.453,40926.426,51,0,2,0,0,1,2020
"3763",15274,42750,3506,65,1,2,0,0,1,2015
"8488",48686,18742.191,2082.4656,64,0,2,0,0,0,2012
"6364",33540,55060.906,40603.25,55,0,4,2,0,1,2018
"7409",40273,11905.869,15812.482,48,0,1,0,0,1,2020
"9506",55625,17897.514,25810.098,62,0,1,0,0,0,2019
"11110",66568,101584.72,101584.72,73,0,2,0,0,0,2013
"1502",11161,38457.078,37703.016,57,1,4,2,0,1,2018
"8978",51952,32448.377,35398.23,73,0,2,0,0,0,2017
"3847",15598,63621.988,58134.129,55,1,3,1,0,1,2020
"3650",14387,54327.508,55659.285,33,0,2,0,1,1,2013
"9705",57038,18602.92,18602.92,66,1,1,0,0,0,2020
"3981",16567,10020,8750,32,1,2,1,0,1,2015
"14203",87778,24765.139,21393.359,69,1,1,0,0,0,2020
"10531",62400,49754.18,49164.207,47,1,2,0,1,1,2017
"2704",13208,52155.84,42536.734,47,1,4,2,0,1,2018
"902",4175,1892.9613,1978.3424,63,1,1,0,0,0,2012
"1250",10492,63080.125,64013.656,56,0,2,0,1,1,2011
"1899",12343,41000,14500,79,0,2,0,0,0,2015
"4863",23038,32006.828,24538.568,65,0,2,0,0,1,2011
"9602",56587,44247.789,43264.504,71,0,2,0,0,0,2017
"4928",23468,37391.871,39066.133,46,0,1,0,0,1,2020
"2729",13218,30181.086,30181.086,51,0,1,0,0,1,2014
"12873",78379,36381.516,43264.504,30,1,2,0,1,1,2017
"8899",51505,26360,30000,69,0,2,0,0,0,2015
"3750",15168,43731.777,45814.242,69,1,1,0,0,0,2012
"4448",19968,36659.961,44265.594,42,0,2,0,0,1,2014
"11237",67489,11347.781,11161.752,63,0,1,0,0,0,2020
"5198",25087,25253.961,32507.111,40,1,5,3,0,0,2013
"10069",59333,4343.7817,49297.738,52,0,2,0,0,1,2020
"11127",66606,56273.836,55808.762,38,0,4,2,0,1,2020
"6365",33540,33628.484,28259.23,56,0,4,2,0,1,2019
"11562",69267,35922.531,45814.242,49,0,4,2,0,1,2012
"10560",62557,3041.5776,3069.4819,80,0,2,0,0,0,2020
"12369",74844,30742.459,30410.865,69,1,2,0,0,0,2018
"9369",54610,33671.285,33485.258,72,0,2,0,0,0,2020
"7586",42295,13054.326,12072.435,32,0,1,0,0,1,2014
"9117",52950,38314.102,38439,67,1,2,0,0,0,2015
"2344",12857,35345.551,58134.129,62,0,4,2,0,1,2020
"10910",64959,36705.996,31465.094,60,0,2,0,0,1,2017
"6513",34376,0,42536.734,45,0,2,0,0,1,2018
"487",1514,43231.988,42690.547,70,0,2,0,0,0,2012
"12307",74437,33020.184,29764.674,39,0,3,1,0,1,2020
"12853",78274,24920.256,41866.027,66,0,2,0,0,0,2016
"862",3860,35785.488,35885.168,68,0,2,0,0,0,2016
"8675",49952,33723.898,33836.039,68,0,2,0,1,1,2018
"4823",22854,23616.408,16742.629,66,1,2,0,0,0,2020
"10695",63327,22228.121,14257.62,34,1,2,0,0,0,2017
"11887",71907,33352.668,30935.809,33,1,2,1,0,1,2018
"4188",18136,27694.047,30143.18,67,1,2,0,0,0,2019
"12275",74354,34853.051,41446.871,60,1,2,0,0,1,2019
"4446",19968,36443.148,33319.449,40,0,2,0,0,1,2012
"4972",23846,23598.82,22615.535,84,0,2,0,0,0,2017
"313",1155,25486.002,25392.986,63,1,1,0,0,1,2020
"3116",13518,30475.416,20316.943,45,0,5,3,0,1,2013
"2984",13425,36637.148,38408.195,58,1,1,0,1,1,2011
"9480",55471,40983.723,41008.277,69,0,2,0,0,0,2020
"3155",13552,16928.658,17672.775,64,0,2,0,0,0,2020
"3781",15396,33803.477,34140.617,42,1,3,1,1,1,2011
"7108",38208,20434.609,20514.354,71,1,1,0,0,0,2016
"4233",18465,35041.445,41446.871,45,1,3,1,0,0,2019
"10878",64685,27214.34,27739.252,41,0,2,0,1,1,2011
"12810",78050,16866.029,12958.532,28,0,2,0,1,0,2016
"12634",76962,62374.246,113179.08,37,0,2,0,1,1,2014
"1306",10679,29023.791,28806.145,70,0,2,0,0,0,2011
"12870",78379,38703.777,18285.25,26,1,2,0,1,1,2013
"10036",59103,33485.258,0.93014604,52,0,5,3,0,1,2020
"11496",69010,49164.207,43264.504,24,1,2,0,0,1,2017
"10677",63227,33440.09,21665.41,55,0,2,0,1,0,2019
"5459",27416,1893.3685,20723.436,67,0,2,0,0,0,2019
"7865",44161,3141.918,3866.9761,23,0,1,0,0,0,2018
"5179",25009,35960,44000,65,1,2,0,0,0,2015
"1656",11842,41700,42000,60,1,3,1,0,1,2015
"6633",34893,22235.111,21268.367,72,1,1,0,0,0,2018
"5469",27462,2163.2251,2949.8525,31,1,5,3,0,0,2017
"12087",73224,30229.746,40926.426,54,0,2,0,0,1,2020
"3571",14264,7912.585,6122.8335,69,0,1,0,0,1,2019
"5925",30570,37383.977,32006.828,61,0,2,0,0,0,2011
"5728",29338,30784.709,23138.832,78,0,2,0,0,0,2014
"9516",55731,59020.723,4774.4819,42,0,4,2,0,1,2013
"13875",85453,30285.152,31465.094,46,0,1,0,0,1,2017
"3686",14697,36500,38000,46,1,4,2,0,1,2015
"6142",31903,28908.555,31465.094,59,0,2,0,0,0,2017
"432",1337,33062.645,30935.809,79,1,1,0,0,0,2018
"14387",89213,24144.869,18108.652,83,1,1,0,0,0,2014
"12688",77284,30480,294777,31,1,1,0,0,1,2015
"1056",9807,41649.898,44265.594,65,0,2,0,0,0,2014
"3603",14286,13078.471,18108.652,66,1,2,1,0,0,2014
"4180",18059,36700,4100,58,1,3,1,0,1,2015
"647",2189,32262.883,38408.195,72,1,1,0,0,0,2011
"7126",38307,21571.213,21665.41,28,0,1,0,0,1,2019
"1202",10350,23360.965,30143.18,71,1,1,0,0,0,2019
"12042",72869,63065.184,61228.336,40,1,3,1,1,1,2019
"14466",89775,4185.6572,4157.7529,64,1,1,0,0,0,2020
"9684",56947,33000,32000,67,1,2,0,0,1,2015
"12568",76172,16659.725,18742.191,82,0,1,0,0,0,2012
"3854",15683,35922.531,39306.539,39,1,5,3,0,1,2012
"4061",17117,11066.398,11066.398,44,0,1,0,1,0,2014
"10670",63203,30614.168,30143.18,45,1,3,1,0,1,2019
"7753",43144,40241.449,32193.158,37,1,4,2,1,1,2014
"2300",12837,35211.27,50301.813,60,0,2,0,0,1,2014
"5645",28810,4916.4209,0,24,0,1,0,0,0,2017
"4592",21176,33836.039,33836.039,69,0,2,0,0,0,2018
"4415",19630,12273.642,12072.435,67,1,1,0,0,0,2014
"12315",74482,34415.402,32741.141,74,1,1,0,0,0,2020
"10784",63981,50239.234,49840.512,46,0,4,2,1,1,2016
"11969",72273,40458.238,42536.734,71,0,2,0,0,0,2018
"1712",11961,33628.484,32969.102,77,0,2,0,0,0,2019
"4603",21183,31556.143,30143.18,37,0,1,0,1,1,2019
"7793",43270,48367.594,8138.7778,37,1,1,0,0,1,2020
"2613",13138,45205.199,45713.125,49,0,4,2,0,1,2013
"11229",67418,26550,34000,36,0,3,1,0,1,2015
"14280",88421,37584.777,30143.18,55,0,2,0,0,1,2019
"2843",13297,64400,60000,52,1,4,2,0,1,2015
"11448",68817,82000,112500,39,1,3,1,0,1,2015
"11128",66627,18344.951,16955.539,29,1,3,0,0,1,2019
"9116",52936,13115.059,11161.752,72,1,1,0,0,0,2020
"9953",58530,25763,2072.3438,72,1,2,0,0,0,2019
"6753",35794,40368.336,40926.426,34,1,1,0,0,1,2020
"8322",47342,18000,18000,77,0,2,0,0,0,2015
"13623",83627,28620.594,29764.674,76,0,2,0,0,0,2020
"9617",56669,30181.086,40241.449,65,1,1,0,1,0,2014
"13467",82347,29258.643,18742.191,77,1,1,0,0,0,2012
"1051",9736,11812.358,13658.629,74,0,1,0,0,0,2019
"8336",47381,37364.797,31465.094,42,0,3,1,0,1,2017
"2147",12692,32055.064,22615.535,61,1,3,0,0,1,2017
"3890",15909,17153.354,17237.189,73,1,1,0,0,0,2019
"1661",11846,27739.252,28166.008,72,0,2,0,0,0,2011
"5120",24620,11952.377,11582.179,53,0,1,0,0,0,2020
"11182",66998,49346.078,52935.613,76,0,2,0,0,0,2014
"2363",12868,35410.66,29764.674,68,0,2,0,1,0,2020
"6798",36125,45713.125,54246.242,66,0,2,0,1,0,2013
"5856",30138,31515.855,30935.809,45,1,2,0,0,1,2018
"5355",26449,45685.758,41446.871,44,0,3,1,0,1,2019
"4121",17507,0,3767.8975,44,1,5,3,0,1,2019
"1623",11583,24849.283,24849.283,75,0,2,0,0,0,2019
"8605",49322,45112.082,29764.674,74,0,2,0,0,0,2020
"3078",13495,33000,43000,61,1,2,0,0,1,2015
"5020",24140,32027.129,30143.18,51,0,4,2,0,1,2019
"10455",61936,13649.893,13022.045,41,0,1,0,0,0,2020
"7083",38061,58892.563,46943.348,62,0,2,0,1,1,2011
"3074",13494,22409.59,32507.111,65,0,1,0,0,0,2013
"11071",66257,55081.953,58873.398,61,0,5,3,1,1,2019
"2042",12524,29339.592,38408.195,66,0,2,0,0,0,2011
"10777",63958,48000,47705.016,82,1,2,0,0,0,2017
"5491",27581,1303.0303,1303.8278,63,0,1,0,0,0,2016
"12683",77264,30985.916,32193.158,46,0,3,1,0,1,2014
"5880",30260,6095.0835,4063.3889,34,1,3,2,0,0,2013
"2317",12839,10724.698,10672.637,49,0,1,0,0,0,2012
"2738",13223,46850.078,22926.635,70,0,2,0,0,0,2016
"11758",71021,34500,32000,41,0,5,3,1,1,2015
"7537",41743,1525.4395,26125.941,60,1,1,0,0,1,2020
"8245",46793,44366.195,54325.957,70,0,4,1,1,0,2014
"2294",12810,21365.043,17401.393,60,0,1,0,0,1,2018
"13010",79422,23923.445,22926.635,73,0,2,0,0,0,2016
"11010",65765,20959.01,23201.855,31,1,2,0,1,1,2018
"10703",63365,51236.043,43859.648,32,0,2,0,0,1,2016
"6687",35352,9802.7842,3866.9761,63,0,1,0,0,1,2018
"3453",13883,51808.387,34140.617,52,1,3,1,0,0,2011
"1594",11349,26574.563,27224.705,66,0,2,0,0,0,2013
"655",2197,48010.242,46943.348,73,0,2,0,0,0,2011
"11962",72226,89864.359,38620.949,84,0,2,0,0,0,2019
"11442",68784,30811.088,35345.551,72,0,1,0,0,0,2020
"142",562,45577.156,45577.156,90,0,2,0,1,0,2020
"14444",89712,20346.646,16955.539,34,1,6,2,0,0,2019
"14244",88123,39566.848,33319.449,41,1,2,0,0,1,2012
"1695",11914,38025.824,42690.547,68,0,2,0,0,0,2012
"11867",71642,32452.424,40206.492,52,0,8,3,0,1,2020
"12458",75426,34508.418,35345.551,65,0,2,0,0,0,2020
"11381",68363,21428.572,23948.355,45,0,4,2,0,1,2012
"11209",67168,19721.578,19721.578,32,1,1,0,0,1,2018
"10771",63873,2480,2300,59,0,1,0,0,1,2015
"6189",32357,3907.4961,4086.9219,55,0,3,1,0,1,2016
"4847",22935,42898.793,5206.1641,51,0,2,0,0,1,2012
"11586",69428,26885.736,42675.77,65,0,1,0,1,0,2011
"9586",56489,37764.887,42536.734,49,1,4,2,0,1,2018
"2261",12777,18803.172,22235.111,67,1,1,0,0,0,2018
"13737",84582,36061.027,3414.0618,38,0,4,2,0,1,2011
"7150",38551,27248.629,27904.381,48,0,5,0,0,0,2020
"14134",87263,51055.012,41446.871,38,1,3,1,0,1,2019
"4776",22444,1221.7711,22235.111,56,0,1,0,0,0,2018
"1923",12385,20956.928,20824.867,65,1,2,0,0,0,2013
"5568",28281,62319.785,58134.129,47,1,3,1,0,1,2020
"2754",13225,18597.586,17112.676,61,1,2,0,0,0,2014
"5147",24834,38186.387,966.74402,33,0,1,0,0,1,2018
"447",1375,28110.047,43859.648,67,1,1,0,0,0,2016
"8637",49576,3660.1248,40926.426,42,0,4,2,0,1,2020
"14400",89340,11161.752,9533.9971,61,0,1,0,0,0,2020
"9281",53882,57847.082,58350.102,61,1,2,0,1,1,2014
"14202",87778,27694.047,27950.264,68,1,1,0,0,0,2019
"12222",74113,12948.564,3987.2407,56,0,1,0,1,0,2016
"11157",66782,39500,48000,51,1,2,0,0,1,2015
"5693",29137,50637.957,59808.613,67,0,2,0,0,0,2016
"11459",68858,16437.453,16955.539,57,1,3,1,0,0,2019
"3945",16325,41232.82,41774.262,65,0,2,0,0,0,2012
"8542",48864,75341.828,85108.359,67,0,2,0,1,0,2020
"5895",30375,51158.066,71109.305,66,0,2,0,0,0,2013
"9357",54565,20108.275,18561.484,66,0,1,0,0,0,2018
"12697",77379,18602.92,18602.92,50,0,1,0,1,1,2020
"4280",18837,23822.938,21428.572,53,0,2,0,0,1,2014
"12557",76108,22494.348,10162.02,22,1,1,0,0,0,2019
"11022",65952,30000,18000,42,0,1,0,0,1,2015
"2682",13196,47098.719,58873.398,56,1,4,2,0,1,2019
"3046",13477,49146.188,52061.641,47,0,4,2,1,1,2012
"12194",73924,38306.266,30935.809,55,1,2,0,0,0,2018
"3713",14833,2260.7385,2279.5779,70,0,2,0,0,0,2019
"4946",23677,36468.914,37586.348,75,0,2,0,0,0,2013
"6406",33691,4040.99,3866.9761,56,0,4,2,0,1,2018
"14252",88196,1130.3693,1130.3693,63,1,2,0,0,1,2019
"8857",51218,44356.52,45814.242,40,0,1,0,1,1,2012
"10209",60266,48511.68,45214.77,35,0,2,0,1,1,2019
"9164",53304,29488.957,34140.617,60,0,3,1,0,1,2011
"4568",20773,33810.809,32555.111,61,1,2,0,0,0,2020
"1423",10952,44843.5,45035.887,69,0,2,0,1,0,2016
"13056",79728,49806.652,42536.734,37,0,4,2,0,1,2018
"5384",26767,13930.781,14017.788,61,1,2,0,0,0,2018
"5369",26714,81937.477,120025.6,40,0,4,2,1,1,2011
"11523",69059,20255.994,22490.857,65,1,1,0,0,0,2013
"7444",40756,0,22235.111,67,0,2,0,0,0,2018
"7561",41949,27856.441,31465.094,37,1,7,5,0,1,2017
"3774",15329,17304.625,17942.584,62,0,2,0,0,0,2016
"4773",22405,36317.906,32193.158,42,1,4,2,0,1,2014
"9077",52494,44649.586,43519.215,43,0,1,0,1,1,2019
"10794",64063,56539.234,62877.262,33,1,2,0,0,1,2014
"2276",12792,6391.3472,61455.262,62,1,2,0,1,1,2017
"4045",16937,24720,15000,75,0,2,0,0,0,2015
"1839",12235,40442.656,32193.158,63,0,3,1,0,1,2014
"14384",89160,32989.184,29498.525,30,1,2,0,1,1,2017
"4635",21390,29764.674,32555.111,84,0,1,0,0,0,2020
"8916",51643,51435.406,43859.648,41,1,4,2,0,1,2016
"11809",71353,11487.304,8138.7778,64,0,1,0,0,0,2020
"4241",18539,23791.143,18285.25,51,1,2,1,0,1,2013
"2367",12872,54587.523,56757.547,42,0,5,3,0,1,2014
"7285",39406,23219.316,32193.158,61,1,1,0,0,1,2014
"1293",10661,69776.711,69776.711,57,0,2,0,0,1,2016
"5772",29568,30939.934,34140.617,38,0,4,2,0,1,2011
"9046",52261,45450.266,41446.871,53,0,3,1,0,1,2019
"7014",37554,53628.391,43859.648,32,1,3,1,0,1,2016
"9132",52986,35717.609,37205.84,35,0,2,0,0,1,2020
"7750",43100,56480.785,58873.398,45,1,2,0,1,0,2019
"9536",55968,17520.723,16955.539,44,1,4,2,0,1,2019
"3927",16100,50301.813,62877.262,40,1,2,0,0,1,2014
"4059",17104,38620.949,21665.41,40,0,1,0,0,1,2019
"1136",10176,30436.699,23000,79,1,1,0,0,0,2015
"3740",15048,33485.258,40926.426,73,1,2,0,0,0,2020
"3562",14262,55808.762,55808.762,55,1,4,1,0,1,2020
"1096",10069,36820.926,32193.158,43,1,4,2,0,1,2014
"8252",46812,97602.602,91426.25,66,0,2,0,0,0,2013
"12720",77544,0.93014604,3720.5842,44,0,4,2,0,1,2020
"112",423,20770.535,20723.436,57,0,2,0,0,1,2019
"9682",56947,28951.646,32507.111,65,1,2,0,0,1,2013
"6480",34154,22136.398,13658.629,72,1,1,0,0,0,2019
"13921",85835,48299.734,58873.398,37,0,4,2,0,1,2019
"13103",79960,42364.434,43859.648,41,1,2,1,0,1,2016
"6874",36576,24965.326,24538.568,62,0,2,0,0,1,2011
"13926",85902,63112.285,58873.398,56,1,4,2,1,1,2019
"11220",67257,70993.117,122910.52,32,1,4,2,0,1,2017
"8555",48944,48982.668,30143.18,33,1,3,1,0,1,2019
"6887",36604,23021.115,29764.674,55,0,2,1,0,1,2020
"10143",59710,48259.859,53170.922,66,0,2,0,0,0,2018
"9440",55193,48640,32000,38,0,3,1,0,1,2015
"14200",87778,32202.557,22304.818,66,1,1,0,0,0,2017
"9239",53699,4485.646,43859.648,72,1,2,0,0,0,2016
"10346",61125,35885.168,34888.355,61,1,2,0,1,0,2016
"6531",34532,78890.352,58873.398,35,1,3,1,0,1,2019
"10499",62224,1412.9615,1883.9487,65,0,2,0,1,0,2019
"2942",13397,7733.9521,3866.9761,49,1,4,2,0,1,2018
"9872",58097,31236.984,31236.984,81,0,2,0,0,0,2012
"6214",32492,28987.217,29498.525,71,0,2,0,0,0,2017
"894",4101,39341.941,45814.242,63,0,3,1,0,1,2012
"6772",36025,51801.332,23948.355,50,0,5,3,0,1,2012
